46397
7.99565
46371

0	208
1	198
2	211
3	205
4	178
5	160
6	169
7	185
8	198
9	176
10	173
11	208
12	194
13	177
14	180
15	177
16	166
17	152
18	149
19	170
20	164
21	178
22	190
23	172
24	199
25	170
26	159
27	182
28	176
29	169
30	179
31	181
32	162
33	192
34	190
35	164
36	173
37	179
38	186
39	183
40	159
41	173
42	183
43	145
44	177
45	188
46	217
47	180
48	170
49	192
50	216
51	163
52	194
53	175
54	175
55	173
56	179
57	166
58	174
59	182
60	190
61	177
62	166
63	181
64	162
65	164
66	177
67	188
68	197
69	177
70	168
71	179
72	183
73	198
74	156
75	167
76	178
77	198
78	178
79	179
80	179
81	172
82	199
83	178
84	207
85	185
86	166
87	169
88	202
89	179
90	198
91	163
92	177
93	179
94	171
95	178
96	189
97	135
98	207
99	215
100	197
101	190
102	171
103	182
104	179
105	185
106	196
107	192
108	167
109	191
110	176
111	201
112	193
113	202
114	186
115	172
116	199
117	178
118	188
119	195
120	171
121	183
122	179
123	183
124	198
125	197
126	191
127	201
128	199
129	199
130	189
131	151
132	169
133	173
134	197
135	187
136	173
137	167
138	157
139	191
140	160
141	184
142	173
143	171
144	176
145	202
146	201
147	194
148	170
149	198
150	168
151	186
152	178
153	197
154	167
155	180
156	168
157	158
158	191
159	196
160	164
161	182
162	184
163	193
164	171
165	162
166	202
167	177
168	185
169	187
170	182
171	198
172	171
173	180
174	185
175	185
176	172
177	172
178	182
179	171
180	147
181	198
182	210
183	173
184	192
185	167
186	164
187	162
188	174
189	196
190	164
191	181
192	174
193	193
194	169
195	162
196	175
197	198
198	189
199	183
200	197
201	173
202	178
203	171
204	182
205	174
206	167
207	183
208	175
209	163
210	176
211	178
212	185
213	185
214	179
215	185
216	174
217	193
218	166
219	185
220	158
221	180
222	173
223	193
224	164
225	185
226	195
227	178
228	185
229	180
230	199
231	195
232	199
233	165
234	164
235	178
236	188
237	197
238	182
239	198
240	189
241	190
242	182
243	207
244	172
245	164
246	188
247	200
248	184
249	158
250	205
251	192
252	200
253	190
254	197
255	191
