18759
7.52455
17644

0	2326
1	79
2	85
3	97
4	77
5	47
6	79
7	60
8	83
9	62
10	70
11	70
12	62
13	60
14	54
15	65
16	68
17	67
18	40
19	54
20	86
21	67
22	64
23	60
24	74
25	65
26	66
27	70
28	80
29	70
30	67
31	66
32	68
33	83
34	65
35	55
36	45
37	60
38	51
39	58
40	59
41	50
42	63
43	75
44	49
45	93
46	92
47	94
48	66
49	66
50	58
51	61
52	53
53	71
54	75
55	58
56	64
57	57
58	58
59	58
60	70
61	53
62	59
63	61
64	62
65	61
66	54
67	60
68	55
69	61
70	93
71	64
72	62
73	69
74	52
75	89
76	64
77	64
78	63
79	61
80	95
81	76
82	69
83	70
84	77
85	64
86	64
87	55
88	58
89	61
90	75
91	56
92	57
93	63
94	75
95	80
96	72
97	72
98	61
99	75
100	78
101	88
102	73
103	74
104	78
105	67
106	86
107	61
108	97
109	93
110	81
111	91
112	74
113	47
114	98
115	84
116	94
117	49
118	59
119	71
120	74
121	71
122	60
123	48
124	37
125	52
126	54
127	34
128	55
129	49
130	75
131	69
132	56
133	66
134	65
135	59
136	71
137	65
138	70
139	69
140	68
141	68
142	59
143	70
144	55
145	63
146	57
147	75
148	62
149	58
150	56
151	55
152	58
153	48
154	48
155	76
156	77
157	60
158	46
159	59
160	71
161	64
162	69
163	73
164	66
165	53
166	60
167	51
168	60
169	65
170	57
171	57
172	69
173	84
174	55
175	67
176	54
177	41
178	66
179	58
180	70
181	64
182	53
183	59
184	76
185	62
186	70
187	66
188	75
189	52
190	63
191	58
192	55
193	66
194	57
195	67
196	47
197	52
198	63
199	57
200	56
201	62
202	50
203	65
204	62
205	69
206	51
207	62
208	49
209	63
210	61
211	51
212	71
213	67
214	60
215	69
216	58
217	59
218	72
219	60
220	63
221	60
222	78
223	59
224	73
225	66
226	51
227	71
228	66
229	67
230	63
231	57
232	55
233	62
234	53
235	47
236	45
237	64
238	62
239	78
240	74
241	61
242	62
243	70
244	64
245	59
246	60
247	55
248	66
249	58
250	53
251	58
252	58
253	47
254	54
255	74
